#;Indicator_BHS;Indicator English;Focus Group;Concept;M;F;Y;Total;Code_1;Code_2;Comments;Code 1 ;Subcode 1;Subcat 1 name;Code 2;Subcode 2;Subcat 2 name;Dimension 1;Dimension 2;M-F;Min (M,F,Y);Imp score;Imp-M;Imp-F;Imp-Y;Imp-Cat1;Imp-Cat2
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
;;;;;;;;;;;;0;0;0;0;0;0;0.00;0.00;;;0.00;0.00;0.00;0.00;0.00;0.00
